query	subject	evalue	coverage	pratio	score	qLen	sLen	qCoverage	sCoverage	defLine
Gorai.007G071400.1	AT5G13890.1	1e-106	0.923076923076923	0.929032258064516	307	288	310	0.958333333333333	0.919354838709677	Family of unknown function (DUF716)
Gorai.007G006500.1	AT2G28105.1	6e-34	0.928348909657321	0.933734939759036	114	155	166	0.980645161290323	0.897590361445783	
Gorai.012G007300.1	AT5G58330.1	0.0	0.994324631101022	0.988713318284424	724	438	443	1	1	lactate/malate dehydrogenase family protein
Gorai.009G139500.1	AT3G03272.1	2e-08	0.467625899280576	1.31666666666667	48.3	158	120	0.411392405063291	0.541666666666667	Protein of unknown function (DUF1278)
Gorai.004G012000.1	AT2G27140.1	3e-24	0.540045766590389	0.950892857142857	92.5	213	224	0.553990610328638	0.535714285714286	HSP20-like chaperones superfamily protein
Gorai.005G260000.1	AT2G01080.1	2e-93	0.669371196754564	1.13419913419913	271	262	231	0.66793893129771	0.714285714285714	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Gorai.012G125800.1	AT1G29880.1	0.0	0.941336971350614	1.01097393689986	1214	737	729	0.937584803256445	0.946502057613169	glycyl-tRNA synthetase / glycine--tRNA ligase
Gorai.009G161400.1	AT1G29200.2	0.0	0.983078162771958	1.03109656301146	702	630	611	0.998412698412698	0.998363338788871	O-fucosyltransferase family protein
Gorai.001G238400.1	AT1G04020.1	0.0	0.955459770114943	0.949579831932773	550	678	714	0.980825958702065	0.987394957983193	breast cancer associated RING 1
Gorai.004G074200.1	AT2G30620.1	3e-50	0.805008944543828	1.04761904761905	162	286	273	0.853146853146853	0.824175824175824	winged-helix DNA-binding transcription factor family protein
Gorai.001G177000.1	AT2G31200.1	2e-88	1	1	252	146	146	1	1	actin depolymerizing factor 6
Gorai.011G260400.1	AT1G55460.1	0.0	0.97888198757764	0.958637469586375	610	394	411	1	1	DNA/RNA-binding protein Kin17, conserved region
Gorai.010G198300.1	AT2G40090.1	0.0	0.99906976744186	0.99814126394052	884	537	538	1	0.99814126394052	ABC2 homolog 9
Gorai.008G052200.1	AT2G34900.1	1e-141	0.93733681462141	0.984455958549223	402	380	386	0.952631578947368	0.930051813471503	Transcription factor GTE6
Gorai.005G058700.1	AT5G18560.1	9e-60	0.932330827067669	0.910919540229885	189	317	348	0.977917981072555	0.971264367816092	Integrase-type DNA-binding superfamily protein
Gorai.006G164800.1	AT5G03340.1	0.0	0.996904024767802	0.993827160493827	1543	805	810	1	1	ATPase, AAA-type, CDC48 protein
Gorai.008G024500.1	AT2G15570.2	6e-63	0.618075801749271	0.971264367816092	189	169	174	0.627218934911243	0.609195402298851	Thioredoxin superfamily protein
Gorai.011G095200.1	AT5G40380.1	0.0	0.924254016832441	1.00768049155146	720	656	651	0.923780487804878	0.927803379416283	cysteine-rich RLK (RECEPTOR-like protein kinase) 42
Gorai.004G054300.1	AT2G47990.1	0.0	0.928057553956835	1.09811320754717	655	582	530	0.905498281786942	0.973584905660377	transducin family protein / WD-40 repeat family protein
Gorai.009G042000.1	AT5G12020.1	1e-71	0.949044585987261	1.0258064516129	210	159	155	0.937106918238994	0.961290322580645	17.6 kDa class II heat shock protein
Gorai.010G244900.1	AT3G19810.1	1e-122	0.966360856269113	1.03738317757009	350	333	321	0.984984984984985	0.984423676012461	Protein of unknown function (DUF177)
Gorai.003G076700.1	AT4G24120.1	0.0	0.98876404494382	0.983655274888559	1051	662	673	0.998489425981873	0.980683506686478	YELLOW STRIPE like 1
Gorai.005G083600.1	AT5G25800.1	0.0	0.956675508399646	0.994708994708995	769	564	567	0.966312056737589	0.954144620811287	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Gorai.009G302200.1	AT2G07340.1	9e-70	0.992248062015504	1.015625	204	130	128	1	1	PREFOLDIN 1
Gorai.006G007600.1	AT2G42820.1	7e-82	0.987261146496815	0.987341772151899	236	156	158	0.993589743589744	0.993670886075949	HVA22-like protein F
Gorai.006G048800.1	AT3G49000.1	1e-169	0.992307692307692	0.988527724665392	480	517	523	0.998065764023211	0.996175908221797	RNA polymerase III subunit RPC82 family protein
Gorai.013G242800.1	AT5G57150.4	1e-83	0.836935166994106	0.928030303030303	246	245	264	0.869387755102041	0.810606060606061	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Gorai.008G197400.1	AT5G07920.1	0.0	0.993131868131868	1	1167	728	728	0.997252747252747	0.993131868131868	diacylglycerol kinase1
Gorai.005G116100.1	AT5G35360.3	0.0	0.931159420289855	0.989189189189189	922	549	555	0.936247723132969	0.938738738738739	acetyl Co-enzyme a carboxylase biotin carboxylase subunit
Gorai.002G198400.1	AT2G16800.1	1e-165	0.982826948480845	1.03494623655914	462	385	372	1	1	high-affinity nickel-transport family protein
Gorai.001G211100.1	AT2G30880.1	0.0	0.997014925373134	0.994047619047619	693	501	504	1	1	Pleckstrin homology (PH) domain-containing protein
Gorai.010G096000.1	AT1G08125.2	1e-135	0.94345718901454	0.922360248447205	382	297	322	0.983164983164983	0.947204968944099	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.006G004700.1	AT1G06460.1	1e-56	0.8	0.894736842105263	178	255	285	0.933333333333333	0.757894736842105	alpha-crystallin domain 32.1
Gorai.003G116000.1	AT2G42490.1	0.0	0.986632718014004	1.02448453608247	1356	795	776	0.984905660377358	0.998711340206186	Copper amine oxidase family protein
Gorai.004G026900.1	AT5G57330.1	0.0	0.996805111821086	1.00641025641026	526	314	312	0.993630573248408	1	Galactose mutarotase-like superfamily protein
Gorai.008G273000.1	AT5G52870.1	3e-37	0.921944035346097	1.08282208588957	131	353	326	0.963172804532578	0.960122699386503	
Gorai.002G260800.1	AT2G38025.1	1e-102	0.954446854663774	0.97008547008547	292	227	234	0.969162995594714	0.965811965811966	Cysteine proteinases superfamily protein
Gorai.006G091500.1	AT1G31335.1	9e-21	0.945205479452055	1.08571428571429	76.4	76	70	0.934210526315789	0.985714285714286	
Gorai.007G109600.1	AT4G00950.1	1e-25	0.796	0.718213058419244	97.2	209	291	0.952153110047847	0.893470790378007	Protein of unknown function (DUF688)
Gorai.007G307100.1	AT1G33410.1	0.0	0.99164159144099	0.988696808510638	1491	1487	1504	0.997310020174849	0.992686170212766	SUPPRESSOR OF AUXIN RESISTANCE1
Gorai.005G266300.1	AT1G22840.1	1e-75	0.991150442477876	0.982456140350877	218	112	114	1	0.982456140350877	CYTOCHROME C-1
Gorai.004G124800.1	AT3G49390.1	1e-144	0.938775510204082	1.08215297450425	407	382	353	0.979057591623037	0.977337110481586	CTC-interacting domain 10
Gorai.001G190100.1	AT5G48240.3	1e-85	0.895705521472393	0.831460674157303	256	296	356	0.986486486486487	0.98876404494382	
Gorai.009G433800.1	AT4G27435.1	4e-92	0.961111111111111	1.08092485549133	264	187	173	0.925133689839572	1	Protein of unknown function (DUF1218)
Gorai.006G273200.1	AT5G61910.1	8e-55	0.237749546279492	0.493224932249323	185	364	738	0.362637362637363	0.177506775067751	DCD (Development and Cell Death) domain protein
Gorai.009G196600.1	AT5G42480.1	0.0	0.996240601503759	0.99250936329588	987	795	801	1	1	Chaperone DnaJ-domain superfamily protein
Gorai.005G091200.1	AT2G17900.1	0.0	0.973360655737705	1.03333333333333	692	496	480	0.977822580645161	0.989583333333333	SET domain group 37
Gorai.009G251400.1	AT1G21410.1	0.0	0.96448087431694	1.03333333333333	554	372	360	0.978494623655914	0.980555555555556	F-box/RNI-like superfamily protein
Gorai.007G154200.1	AT3G24820.1	4e-60	0.957983193277311	0.919354838709677	182	171	186	1	1	BSD domain-containing protein
Gorai.001G082200.1	AT5G15870.1	0.0	0.989830508474576	0.979865771812081	982	730	745	1	1	glycosyl hydrolase family 81 protein
Gorai.009G041200.1	AT5G35530.1	1e-154	0.979508196721312	0.967741935483871	426	240	248	0.995833333333333	0.987903225806452	Ribosomal protein S3 family protein
Gorai.008G014300.1	AT2G17210.1	0.0	0.964334705075446	1.03916083916084	748	743	715	0.975773889636608	0.983216783216783	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.006G239600.1	AT4G14870.1	1e-45	0.9002849002849	0.983050847457627	145	174	177	0.908045977011494	0.96045197740113	secE/sec61-gamma protein transport protein
Gorai.013G037000.1	AT2G21710.1	0.0	0.967289719626168	1.00312012480499	780	643	641	0.965785381026439	0.979719188767551	Mitochondrial transcription termination factor family protein
Gorai.006G134900.1	AT5G04000.2	1e-31	0.486486486486487	1.19491525423729	107	141	118	0.446808510638298	0.533898305084746	
Gorai.001G075600.1	AT5G17390.1	3e-61	0.645038167938931	0.83859649122807	189	239	285	0.707112970711297	0.6	Adenine nucleotide alpha hydrolases-like superfamily protein
Gorai.011G041300.1	AT1G29850.3	5e-71	0.838709677419355	0.847682119205298	208	128	151	0.9140625	0.794701986754967	double-stranded DNA-binding family protein
Gorai.004G215100.1	AT2G48060.1	0.0	0.993736108304708	1.01015434606011	3560	2487	2462	1	0.998781478472786	
Gorai.007G104900.1	AT4G01150.1	4e-67	0.769953051643192	1.59756097560976	202	262	164	0.637404580152672	1	
Gorai.012G094800.1	ATCG00660.1	5e-49	0.613003095975232	1.76068376068376	153	206	117	0.480582524271845	0.846153846153846	ribosomal protein L20
Gorai.001G269000.1	AT3G14900.1	0.0	0.978260869565217	0.957446808510638	697	585	611	1	1	
Gorai.012G124900.1	AT5G13290.2	1e-180	0.933165195460277	0.977556109725686	502	392	401	0.943877551020408	0.925187032418953	Protein kinase superfamily protein
Gorai.009G333700.1	AT1G67630.1	0.0	0.992759452936444	1.00483870967742	765	623	620	0.998394863563403	0.995161290322581	DNA polymerase alpha 2
Gorai.008G019300.1	AT1G50020.1	2e-80	0.966981132075472	1.02870813397129	236	215	209	0.990697674418605	0.980861244019139	
Gorai.009G127200.1	AT1G13410.1	0.0	0.778398510242086	1.26582278481013	569	600	474	0.696666666666667	0.883966244725738	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.013G252300.1	AT2G13370.1	0.0	0.985987989705462	1.0284222737819	2476	1773	1724	0.995487873660463	1	chromatin remodeling 5
Gorai.010G248400.1	AT5G47710.1	4e-92	0.960960960960961	1.00602409638554	263	167	166	0.958083832335329	0.963855421686747	Calcium-dependent lipid-binding (CaLB domain) family protein
Gorai.007G015400.1	AT5G24270.1	1e-112	0.968325791855204	0.990990990990991	318	220	222	0.972727272727273	0.981981981981982	Calcium-binding EF-hand family protein
Gorai.005G048100.1	AT3G23160.1	1e-122	0.562555456965395	1.12241054613936	363	596	531	0.575503355704698	0.5969868173258	Protein of unknown function (DUF668)
Gorai.010G100200.1	AT5G11870.2	1e-134	0.979667282809612	1.0037037037037	377	271	270	0.977859778597786	0.988888888888889	Alkaline phytoceramidase (aPHC)
Gorai.009G070100.1	AT5G19900.1	1e-127	0.904	1.02429149797571	372	506	494	0.893280632411067	0.925101214574899	PRLI-interacting factor, putative
Gorai.004G250500.1	AT3G03860.1	1e-110	0.882352941176471	1.04	318	312	300	0.865384615384615	0.903333333333333	APR-like 5
Gorai.004G093700.1	AT1G55250.1	0.0	0.987626546681665	0.975555555555556	1079	878	900	1	1	histone mono-ubiquitination 2
Gorai.012G004500.1	AT2G27490.1	1e-111	0.987012987012987	0.991379310344828	316	230	232	0.991304347826087	0.982758620689655	dephospho-CoA kinase family
Gorai.001G195700.1	AT2G32940.1	0.0	0.962837837837838	1.02277904328018	1079	898	878	0.961024498886414	0.97380410022779	Argonaute family protein
Gorai.001G015900.1	AT5G20680.1	0.0	0.953554502369668	0.91470054446461	639	504	551	0.998015873015873	0.972776769509982	TRICHOME BIREFRINGENCE-LIKE 16
Gorai.009G053300.1	AT5G20320.1	0.0	0.948748510131109	0.971797884841363	1779	1654	1702	0.978839177750907	0.935370152761457	dicer-like 4
Gorai.009G281700.1	AT1G78140.1	1e-153	0.832386363636364	0.983098591549296	429	349	355	0.839541547277937	0.828169014084507	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.011G037200.1	AT1G63270.1	1e-151	1	1	417	229	229	1	1	non-intrinsic ABC protein 10
Gorai.010G139600.1	AT3G56820.1	3e-71	0.905077262693157	1.05909090909091	213	233	220	0.879828326180258	0.940909090909091	
Gorai.011G020300.1	AT4G21350.1	1e-164	0.97027027027027	0.978609625668449	460	366	374	0.980874316939891	0.981283422459893	plant U-box 8
Gorai.001G151400.1	AT1G01180.1	1e-149	0.983766233766234	1.00651465798046	416	309	307	0.980582524271845	0.986970684039088	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.010G208000.1	AT1G30240.2	0.0	0.817474566128067	1.02055622732769	684	844	827	0.829383886255924	0.825876662636034	
Gorai.008G064800.1	AT5G66330.1	0.0	0.916188289322618	1.08373205741627	527	453	418	0.880794701986755	0.95933014354067	Leucine-rich repeat (LRR) family protein
Gorai.009G063400.1	AT4G31850.1	0.0	0.998201438848921	1	1453	1112	1112	0.998201438848921	0.99910071942446	proton gradient regulation 3
Gorai.007G360700.1	AT4G23540.1	0.0	0.972294372294372	1.04244031830239	1008	1179	1131	0.955046649703138	0.992926613616269	ARM repeat superfamily protein
Gorai.006G083300.1	AT1G61870.1	0.0	0.987593052109181	0.975490196078431	516	398	408	1	1	pentatricopeptide repeat 336
Gorai.009G335900.1	AT1G10740.1	0.0	0.977443609022556	0.968287526427061	768	458	473	0.995633187772926	0.961945031712474	alpha/beta-Hydrolases superfamily protein
Gorai.006G194600.1	AT1G73850.1	1e-153	0.570723684210526	0.91496062992126	444	581	635	0.597246127366609	0.57007874015748	Protein of unknown function (DUF1666)
Gorai.009G254000.1	AT1G43650.1	1e-131	0.96875	1.05247813411079	374	361	343	0.969529085872576	0.994169096209913	nodulin MtN21 /EamA-like transporter family protein
Gorai.005G231600.1	AT2G42710.1	1e-172	0.969021065675341	0.944578313253012	482	392	415	0.997448979591837	1	Ribosomal protein L1p/L10e family
Gorai.010G190300.1	AT4G16370.1	0.0	0.987821380243572	1.00542740841248	1321	741	737	0.986504723346829	0.990502035278155	oligopeptide transporter
Gorai.001G017100.1	AT2G34357.1	0.0	0.980345911949686	0.9875	1357	1264	1280	0.986550632911392	0.97578125	ARM repeat superfamily protein
Gorai.002G200700.1	AT4G35130.1	0.0	0.999377722464219	0.998756218905473	909	803	804	1	1	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.008G060300.1	AT5G15730.2	0.0	0.974178403755869	0.954128440366973	534	416	436	0.997596153846154	0.965596330275229	Protein kinase superfamily protein
Gorai.010G068700.1	AT1G03390.1	0.0	0.987041036717063	1.00867678958785	642	465	461	0.982795698924731	0.995661605206074	HXXXD-type acyl-transferase family protein
Gorai.001G103400.1	AT3G25230.2	0.0	0.920634920634921	1.01779359430605	898	572	562	0.914335664335664	0.928825622775801	rotamase FKBP 1
Gorai.008G009700.1	AT4G02570.1	0.0	1	1	1402	738	738	1	1	cullin 1
Gorai.006G179500.1	AT3G54030.1	0.0	0.996941896024465	1.00204081632653	854	491	490	1	0.997959183673469	Protein kinase protein with tetratricopeptide repeat domain
Gorai.004G018400.1	AT2G05990.1	0.0	0.988505747126437	1.00769230769231	603	393	390	0.984732824427481	0.992307692307692	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.007G153800.1	AT3G07080.1	0.0	0.936073059360731	1	536	438	438	0.936073059360731	0.942922374429224	EamA-like transporter family
Gorai.004G292000.1	AT5G48670.1	2e-70	0.594782608695652	0.791277258566978	215	254	321	0.688976377952756	0.532710280373832	AGAMOUS-like 80
Gorai.002G094800.1	AT5G55470.1	0.0	0.987607244995234	0.982986767485822	805	520	529	0.996153846153846	0.988657844990548	Na+/H+ (sodium hydrogen) exchanger 3
Gorai.013G100700.1	AT2G32400.1	0.0	0.963083604777416	1	1060	921	921	0.969598262757872	0.963083604777416	glutamate receptor 5
Gorai.001G179800.1	AT4G28570.1	0.0	0.981963927855711	1.00133689839572	875	749	748	0.985313751668892	0.982620320855615	Long-chain fatty alcohol dehydrogenase family protein
Gorai.004G125000.1	AT5G24490.1	1e-132	0.944	1.02922077922078	374	317	308	0.974763406940063	0.957792207792208	30S ribosomal protein, putative
Gorai.013G065500.1	AT4G38150.1	1e-116	0.796267496111975	1.12913907284768	335	341	302	0.81524926686217	0.847682119205298	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.004G031300.1	AT5G57520.1	5e-34	0.964630225080386	1.07333333333333	114	161	150	1	1	zinc finger protein 2
Gorai.011G053300.1	AT1G79640.1	0.0	0.98981077147016	1	907	687	687	1	0.98981077147016	Protein kinase superfamily protein
Gorai.005G079400.1	AT2G31290.1	0.0	0.936526946107784	1.01204819277108	581	420	415	0.930952380952381	0.946987951807229	Ubiquitin carboxyl-terminal hydrolase family protein
Gorai.005G240600.1	AT1G49590.1	1e-107	0.967479674796748	1.03305785123967	307	250	242	0.984	0.983471074380165	C2H2 and C2HC zinc fingers superfamily protein
Gorai.004G134700.1	AT1G64355.1	7e-70	0.561855670103093	0.949748743718593	208	189	199	0.576719576719577	0.547738693467337	
Gorai.008G273700.1	AT5G52830.1	3e-62	0.56989247311828	1.13793103448276	198	396	348	0.54040404040404	0.609195402298851	WRKY DNA-binding protein 27
Gorai.010G076100.1	AT5G19680.1	0.0	0.981981981981982	1.03048780487805	509	338	328	0.967455621301775	0.996951219512195	Leucine-rich repeat (LRR) family protein
Gorai.001G001000.1	AT5G10910.1	1e-157	0.854524627720504	1.01152073732719	445	439	434	0.85876993166287	0.859447004608295	mraW methylase family protein
Gorai.006G182500.1	AT5G01460.1	0.0	0.999018645731109	1.00196463654224	931	510	509	1	1	LMBR1-like membrane protein
Gorai.012G008200.1	AT4G29890.1	0.0	0.876350540216086	0.9739336492891	555	411	422	0.89294403892944	0.864928909952607	choline monooxygenase, putative (CMO-like)
Gorai.006G116800.1	AT3G44160.1	0.0	0.997229916897507	0.994475138121547	635	360	362	1	0.994475138121547	Outer membrane OMP85 family protein
Gorai.007G247300.1	AT1G17070.1	0.0	0.990599294947121	1.00471142520612	1010	853	849	0.994138335287222	0.992932862190813	GC-rich sequence DNA-binding factor-like protein with Tuftelin interacting domain
Gorai.004G181900.1	AT2G35530.1	1e-173	0.969325153374233	0.992665036674817	485	406	409	0.982758620689655	0.965770171149144	basic region/leucine zipper transcription factor 16
Gorai.003G015200.1	AT3G50845.1	7e-88	0.890173410404624	1.24675324675325	253	192	154	0.8125	1	Protein of unknown function (DUF59)
Gorai.009G352800.1	AT1G12790.1	1e-111	0.992	1	317	250	250	0.992	0.992	
Gorai.009G319600.1	AT3G55480.2	0.0	0.989333333333333	1.01793721973094	1413	1135	1115	1	0.998206278026906	protein affected traf&#64257;cking 2
Gorai.011G168000.1	AT4G14290.1	0.0	0.975481611208406	1.04659498207885	729	584	558	0.996575342465753	0.99820788530466	alpha/beta-Hydrolases superfamily protein
Gorai.001G011000.1	AT5G56750.1	0.0	0.992784992784993	1.0028901734104	587	347	346	0.99135446685879	0.994219653179191	N-MYC downregulated-like 1
Gorai.001G077600.1	AT1G74310.1	0.0	0.98299506308283	1.00109769484083	1664	912	911	0.984649122807018	0.983534577387486	heat shock protein 101
Gorai.005G200400.1	AT4G28370.1	0.0	0.978050921861282	1.02669039145907	911	577	562	0.965337954939341	0.99644128113879	RING/U-box superfamily protein
