PACid	species	locusName	transcriptName	proteinName	PFAM	PFAM_DEF	PANTHER	PANTHER_DEF	KOG	KOG_DEF	EC	EC_DEF	KEGG	KEGG_DEF	GO	GO_DEF	PATHWAY	PATHWAY_DEF	alias	defLine
PAC:26787313	G. raimondii	Gorai.013G173100	Gorai.013G173100.1	Gorai.013G173100.1	PF00628; PF16135	PF00628 - PHD-finger; PF16135 - TPL-binding domain in jasmonate signalling	PTHR24098; PTHR24098:SF7	PTHR24098:SF7 - SUBFAMILY NOT NAMED; PTHR24098 - FAMILY NOT NAMED			2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0003677; GO:0004402; GO:0043966; GO:0008270; GO:0044030; GO:0005515; GO:0008080	GO:0008080 - Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule.; GO:0044030 - Any process that modulates the frequency, rate or extent of the covalent transfer of a methyl group to either N-6 of adenine or C-5 or N-4 of cytosine.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0004402 - Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.; GO:0043966 - The modification of histone H3 by the addition of an acetyl group.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 6) PF00628//PF16135 - PHD-finger (PHD) // TPL-binding domain in jasmonate signalling (Jas)
PAC:26765765	G. raimondii	Gorai.009G018200	Gorai.009G018200.1	Gorai.009G018200.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR11426	PTHR11426 - HISTONE H3	KOG1745	KOG1745 - Histones H3 and H4			K11253	K11253 - histone H3	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 16) K11253 - histone H3 (H3)
PAC:26822649	G. raimondii	Gorai.001G108300	Gorai.001G108300.1	Gorai.001G108300.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR23428	PTHR23428 - HISTONE H2B	KOG1744	KOG1744 - Histone H2B			K11252	K11252 - histone H2B	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 14) K11252 - histone H2B (H2B)
PAC:26789853	G. raimondii	Gorai.013G067300	Gorai.013G067300.1	Gorai.013G067300.1	PF05185; PF06325	PF05185 - PRMT5 arginine-N-methyltransferase; PF06325 - Ribosomal protein L11 methyltransferase (PrmA)	PTHR11006; PTHR11006:SF56	PTHR11006:SF56 - PROTEIN ARGININE N-METHYLTRANSFERASE 6-RELATED; PTHR11006 - PROTEIN ARGININE N-METHYLTRANSFERASE	KOG1499	KOG1499 - Protein arginine N-methyltransferase PRMT1 and related enzymes	2.1.1.125	2.1.1.125 - Histone-arginine N-methyltransferase	K11437	K11437 - ""	GO:0008168; GO:0006479	GO:0006479 - The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom.; GO:0008168 - Catalysis of the transfer of a methyl group to an acceptor molecule.				(1 of 2) K11437 - protein arginine N-methyltransferase 6 [EC:2.1.1.-] (PRMT6)
PAC:26762254	G. raimondii	Gorai.009G143000	Gorai.009G143000.1	Gorai.009G143000.1	PF00249; PF00538	PF00538 - linker histone H1 and H5 family; PF00249 - Myb-like DNA-binding domain	PTHR21717:SF17; PTHR21717	PTHR21717:SF17 - TELOMERE REPEAT-BINDING FACTOR 4-RELATED; PTHR21717 - TELOMERIC REPEAT BINDING PROTEIN					K09422	K09422 - ""	GO:0003677; GO:0005634; GO:0003842; GO:0055114; GO:0000786; GO:0006334	GO:0003842 - Catalysis of the reaction: 1-pyrroline-5-carboxylate + NAD+ + H2O = L-glutamate + NADH + H(+).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0055114 - A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.; GO:0006334 - The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 1) PTHR21717:SF17 - TELOMERE REPEAT-BINDING FACTOR 4-RELATED
PAC:26786346	G. raimondii	Gorai.013G250500	Gorai.013G250500.1	Gorai.013G250500.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR11426	PTHR11426 - HISTONE H3	KOG1745	KOG1745 - Histones H3 and H4			K11253	K11253 - histone H3	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 16) K11253 - histone H3 (H3)
PAC:26756600	G. raimondii	Gorai.010G097500	Gorai.010G097500.1	Gorai.010G097500.1	PF12165; PF00628	PF00628 - PHD-finger; PF12165 - Domain of unknown function (DUF3594)	PTHR12321; PTHR12321:SF61	PTHR12321 - CPG BINDING PROTEIN; PTHR12321:SF61 - PHD FINGER PROTEIN ALFIN-LIKE 5	KOG1632	KOG1632 - Uncharacterized PHD Zn-finger protein					GO:0008270; GO:0005515; GO:0042393; GO:0006355	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 2) PTHR12321:SF61 - PHD FINGER PROTEIN ALFIN-LIKE 5
PAC:26773262	G. raimondii	Gorai.004G214100	Gorai.004G214100.1	Gorai.004G214100.1	PF16211; PF00125	PF16211 - C-terminus of histone H2A; PF00125 - Core histone H2A/H2B/H3/H4	PTHR23430	PTHR23430 - HISTONE H2A	KOG1756	KOG1756 - Histone 2A			K11251	K11251 - histone H2A	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 22) K11251 - histone H2A (H2A)
PAC:26795294	G. raimondii	Gorai.002G254400	Gorai.002G254400.1	Gorai.002G254400.1	PF16135	PF16135 - TPL-binding domain in jasmonate signalling	PTHR24098; PTHR24098:SF12	PTHR24098:SF12 - ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN; PTHR24098 - FAMILY NOT NAMED			2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 2) PTHR24098:SF12 - ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN
PAC:26775687	G. raimondii	Gorai.004G046000	Gorai.004G046000.1	Gorai.004G046000.1	PF08214; PF02135	PF02135 - TAZ zinc finger; PF08214 - Histone acetylation protein	PTHR13808:SF6; PTHR13808	PTHR13808:SF6 - HISTONE ACETYLTRANSFERASE HAC2; PTHR13808 - CBP/P300-RELATED	KOG1778	KOG1778 - CREB binding protein/P300 and related TAZ Zn-finger proteins	2.3.1.48	2.3.1.48 - Histone acetyltransferase	K04498	K04498 - E1A/CREB-binding protein	GO:0005634; GO:0004402; GO:0008270; GO:0005515; GO:0003712; GO:0006355; GO:0016573	GO:0003712 - Interacting selectively and non-covalently with a regulatory transcription factor and also with the basal transcription machinery in order to modulate transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between regulatory transcription factors and the basal transcription machinery.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0004402 - Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0016573 - The modification of a histone by the addition of an acetyl group.				(1 of 1) PTHR13808:SF6 - HISTONE ACETYLTRANSFERASE HAC2
PAC:26798566	G. raimondii	Gorai.003G111600	Gorai.003G111600.1	Gorai.003G111600.1	PF02182; PF00856; PF05033	PF05033 - Pre-SET motif; PF02182 - SAD/SRA domain; PF00856 - SET domain	PTHR22884:SF370; PTHR22884	PTHR22884 - SET DOMAIN PROTEINS; PTHR22884:SF370 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH5-RELATED	KOG1082	KOG1082 - Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing	2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase	K11420	K11420 - euchromatic histone-lysine N-methyltransferase	GO:0005634; GO:0008270; GO:0005515; GO:0034968; GO:0042393; GO:0018024	GO:0018024 - Catalysis of the reaction: S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine. The methylation of peptidyl-lysine in histones forms N6-methyl-L-lysine, N6,N6-dimethyl-L-lysine and N6,N6,N6-trimethyl-L-lysine derivatives.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0034968 - The modification of a histone by addition of one or more methyl groups to a lysine residue.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 6) PTHR22884:SF370 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH5-RELATED
PAC:26799413	G. raimondii	Gorai.003G157100	Gorai.003G157100.1	Gorai.003G157100.1	PF13867	PF13867 - Sin3 binding region of histone deacetylase complex subunit SAP30	PTHR13286; PTHR13286:SF8	PTHR13286 - SAP30; PTHR13286:SF8 - SUBFAMILY NOT NAMED							GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).				(1 of 3) PTHR13286//PTHR13286:SF8 - SAP30 // SUBFAMILY NOT NAMED
PAC:26792900	G. raimondii	Gorai.002G250600	Gorai.002G250600.1	Gorai.002G250600.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR11064:SF45; PTHR11064	PTHR11064 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED; PTHR11064:SF45 - SUBFAMILY NOT NAMED	KOG0869	KOG0869 - CCAAT-binding factor, subunit A (HAP3)					GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 4) PTHR11064//PTHR11064:SF45 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED
PAC:26812516	G. raimondii	Gorai.011G230300	Gorai.011G230300.1	Gorai.011G230300.1	PF10513	PF10513 - Enhancer of polycomb-like	PTHR14898:SF2; PTHR14898	PTHR14898 - ENHANCER OF POLYCOMB; PTHR14898:SF2 - ENHANCER OF POLYCOMB-LIKE TRANSCRIPTION FACTOR PROTEIN							GO:0035267; GO:0032777; GO:0006357	GO:0006357 - Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter.; GO:0032777 - A heterotrimeric H4/H2A histone acetyltransferase complex with a substrate preference of chromatin over free histones. It contains a subset of the proteins found in the larger NuA4 histone acetyltransferase complex; for example, the S. cerevisiae complex contains Esa1p, Yng2p, and Epl1p.; GO:0035267 - A complex having histone acetylase activity on chromatin, as well as ATPase, DNA helicase and structural DNA binding activities. The complex is thought to be involved in double-strand DNA break repair. Subunits of the human complex include HTATIP/TIP60, TRRAP, RUVBL1, BUVBL2, beta-actin and BAF53/ACTL6A. In yeast, the complex has 13 subunits, including the catalytic subunit Esa1 (homologous to human Tip60).				(1 of 2) PTHR14898:SF2 - ENHANCER OF POLYCOMB-LIKE TRANSCRIPTION FACTOR PROTEIN
PAC:26807279	G. raimondii	Gorai.011G185100	Gorai.011G185100.1	Gorai.011G185100.1	PF14619; PF00271; PF04851	PF00271 - Helicase conserved C-terminal domain; PF14619 - Snf2-ATP coupling, chromatin remodelling complex; PF04851 - Type III restriction enzyme, res subunit	PTHR10799; PTHR10799:SF783	PTHR10799 - SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED; PTHR10799:SF783 - SUBFAMILY NOT NAMED	KOG1001	KOG1001 - Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	3.6.4.12	3.6.4.12 - DNA helicase			GO:0003677; GO:0005524; GO:0042393; GO:0016787	GO:0016787 - Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.; GO:0005524 - Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 4) PTHR10799//PTHR10799:SF783 - SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED // SUBFAMILY NOT NAMED
PAC:26756716	G. raimondii	Gorai.010G080700	Gorai.010G080700.1	Gorai.010G080700.1	PF10394	PF10394 - Histone acetyl transferase HAT1 N-terminus	PTHR12046	PTHR12046 - HISTONE ACETYLTRANSFERASE TYPE B CATALYTIC SUBUNIT	KOG2696	KOG2696 - Histone acetyltransferase type b catalytic subunit	2.3.1.48	2.3.1.48 - Histone acetyltransferase	K11303	K11303 - histone acetyltransferase 1	GO:0016568; GO:0005634; GO:0004402; GO:0042393; GO:0016573; GO:0006348; GO:0000123	GO:0016568 - The alteration of DNA, protein, or sometimes RNA, in chromatin, which may result in changing the chromatin structure.; GO:0000123 - A protein complex that possesses histone acetyltransferase activity.; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0004402 - Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone.; GO:0006348 - Repression of transcription of telomeric DNA by altering the structure of chromatin.; GO:0016573 - The modification of a histone by the addition of an acetyl group.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 1) K11303 - histone acetyltransferase 1 (HAT1, KAT1)
